C1_VCO,L1_VCO,Rp_VCO,Wn_VCO,Wn6_VCO,Wvar_VCO,L1p_PA,L1s_PA,L3p_PA,L3s_PA,Wn1_PA,Wn2_PA,PowerConsumption,Bandwidth,OutputPower,VoltageSwing,TuningRange_VCO,PhaseNoise_VCO,LargeSignal_PowerGain_PA,DrainEfficiency_PA,PAE_PA
5e-14,1.8e-10,400,2.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,3.2e-05,2.6e-05,0.044,5660000000.0,2.722,0.796,3670000000.0,-84.52,10.96,9.066,8.317
5e-14,1.8e-10,400,2.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,3.2e-05,2.6e-05,0.044,5680000000.0,2.727,0.835,3500000000.0,-83.34,11.0,9.029,8.294
5e-14,1.8e-10,400,2.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,3.2e-05,2.6e-05,0.044,5610000000.0,2.625,0.749,3800000000.0,-85.04,10.91,8.887,8.158
5e-14,1.8e-10,400,2e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,3.2e-05,2.6e-05,0.0437,5780000000.0,2.681,0.832,4070000000.0,-85.78,11.24,8.885,8.206
5e-14,1.8e-10,400,2e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,3.2e-05,2.6e-05,0.0437,5770000000.0,2.669,0.856,3910000000.0,-85.13,11.22,8.865,8.191
5e-14,1.8e-10,400,2e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,3.2e-05,2.6e-05,0.0437,5730000000.0,2.697,0.794,4200000000.0,-86.35,11.2,8.931,8.234
5e-14,1.8e-10,400,1.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,3.2e-05,2.6e-05,0.0416,6010000000.0,2.59,0.849,4600000000.0,-88.7,11.59,8.652,8.045
5e-14,1.8e-10,400,1.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,3.2e-05,2.6e-05,0.0416,5850000000.0,2.597,0.852,4440000000.0,-87.7,11.52,8.677,8.065
5e-14,1.8e-10,400,1.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,3.2e-05,2.6e-05,0.0416,6000000000.0,2.603,0.825,4720000000.0,-89.58,11.6,8.676,8.058
5e-14,1.8e-10,400,2.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,3.2e-05,2.6e-05,0.0451,5650000000.0,2.726,0.796,3640000000.0,-84.39,10.92,9.084,8.327
5e-14,1.8e-10,400,2.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,3.2e-05,2.6e-05,0.0451,5670000000.0,2.735,0.832,3470000000.0,-83.19,10.96,9.049,8.307
5e-14,1.8e-10,400,2.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,3.2e-05,2.6e-05,0.0451,5610000000.0,2.625,0.75,3770000000.0,-85.02,10.87,8.892,8.156
5e-14,1.8e-10,300,2e-06,8e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0391,5680000000.0,2.745,0.713,4240000000.0,-86.25,11.53,10.56,9.822
5e-14,1.8e-10,300,2e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0391,5710000000.0,2.375,0.658,4370000000.0,-86.84,11.36,9.53,8.834
5e-14,1.8e-10,300,1.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0372,5440000000.0,3.106,0.762,4770000000.0,-89.3,12.2,11.61,10.91
5e-14,1.8e-10,300,1.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0372,5740000000.0,3.277,0.825,4620000000.0,-88.42,12.29,12.05,11.34
5e-14,1.8e-10,300,1.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0372,5470000000.0,2.838,0.704,4890000000.0,-90.2,12.06,10.81,10.14
5e-14,1.8e-10,300,2.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0403,5780000000.0,2.199,0.666,3790000000.0,-84.35,10.97,9.091,8.365
5e-14,1.8e-10,300,2.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0403,5780000000.0,2.605,0.724,3620000000.0,-83.95,11.15,10.18,9.397
5e-14,1.8e-10,300,2.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0403,5800000000.0,1.741,0.614,3920000000.0,-84.93,10.77,8.03,7.357
5e-14,1.8e-10,300,2e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0388,5680000000.0,2.746,0.714,4250000000.0,-86.22,11.56,10.57,9.829
5e-14,1.8e-10,300,2e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0388,5730000000.0,3.049,0.773,4080000000.0,-85.42,11.7,11.48,10.7
5e-14,1.8e-10,300,2e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0388,5710000000.0,2.376,0.657,4380000000.0,-86.81,11.39,9.534,8.842
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.037,5440000000.0,3.105,0.763,4780000000.0,-89.25,12.22,11.61,10.91
5e-14,1.8e-10,300,1.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.037,5740000000.0,3.275,0.825,4620000000.0,-88.36,12.31,12.04,11.33
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.037,5470000000.0,2.837,0.704,4900000000.0,-90.13,12.08,10.81,10.14
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0397,5780000000.0,2.205,0.669,3810000000.0,-84.42,11.01,9.105,8.383
5e-14,1.8e-10,300,2.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0397,5780000000.0,2.609,0.725,3640000000.0,-83.9,11.18,10.19,9.414
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0397,5800000000.0,1.747,0.619,3940000000.0,-84.98,10.8,8.043,7.374
5e-14,1.8e-10,300,2e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0395,5690000000.0,2.744,0.714,4230000000.0,-86.27,11.51,10.56,9.817
5e-14,1.8e-10,300,2e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0395,5730000000.0,3.048,0.775,4060000000.0,-85.44,11.65,11.48,10.69
5e-14,1.8e-10,300,2e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0395,5710000000.0,2.373,0.661,4360000000.0,-86.87,11.34,9.527,8.827
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0374,5440000000.0,3.107,0.763,4770000000.0,-89.35,12.18,11.62,10.91
5e-14,1.8e-10,300,1.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0374,5740000000.0,3.278,0.823,4610000000.0,-88.46,12.28,12.05,11.34
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0374,5470000000.0,2.838,0.705,4890000000.0,-90.25,12.04,10.82,10.14
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0408,5780000000.0,2.194,0.667,3770000000.0,-84.28,10.95,9.081,8.351
5e-14,1.8e-10,300,2.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0408,5780000000.0,2.601,0.724,3610000000.0,-83.96,11.12,10.17,9.383
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.1e-05,0.0408,5800000000.0,1.736,0.612,3910000000.0,-84.89,10.74,8.021,7.344
5e-14,1.8e-10,300,2e-06,8e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.037,5340000000.0,0.383,0.501,4240000000.0,-86.14,9.15,6.257,5.495
5e-14,1.8e-10,300,2e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.037,5390000000.0,1.111,0.56,4070000000.0,-85.47,9.62,7.478,6.662
5e-14,1.8e-10,300,2e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.037,5370000000.0,-0.392,0.454,4370000000.0,-86.96,8.65,5.189,4.481
5e-14,1.8e-10,300,1.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0351,5070000000.0,1.333,0.554,4770000000.0,-89.32,10.26,7.862,7.122
5e-14,1.8e-10,300,1.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0351,5380000000.0,1.947,0.614,4610000000.0,-88.43,10.75,9.13,8.361
5e-14,1.8e-10,300,1.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0351,5140000000.0,0.634,0.498,4890000000.0,-90.46,9.79,6.627,5.932
5e-14,1.8e-10,300,2.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0381,5430000000.0,-0.729,0.451,3790000000.0,-84.32,8.12,4.796,4.057
5e-14,1.8e-10,300,2.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0381,5440000000.0,-1.52,0.412,3930000000.0,-85.4,7.61,3.976,3.287
5e-14,1.8e-10,300,2e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0366,5340000000.0,0.388,0.498,4250000000.0,-86.09,9.17,6.263,5.505
5e-14,1.8e-10,300,2e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0366,5380000000.0,1.115,0.555,4080000000.0,-85.46,9.65,7.485,6.673
5e-14,1.8e-10,300,2e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0366,5370000000.0,-0.387,0.45,4380000000.0,-87.04,8.68,5.195,4.491
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0349,5070000000.0,1.334,0.55,4780000000.0,-89.26,10.29,7.861,7.125
5e-14,1.8e-10,300,1.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0349,5380000000.0,1.947,0.612,4620000000.0,-88.38,10.77,9.129,8.364
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0349,5130000000.0,0.634,0.494,4900000000.0,-90.37,9.81,6.626,5.935
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0376,5430000000.0,-0.723,0.449,3810000000.0,-84.29,8.16,4.802,4.069
5e-14,1.8e-10,300,2.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0376,5440000000.0,0.075,0.501,3640000000.0,-83.81,8.66,5.819,5.027
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0376,5440000000.0,-1.51,0.408,3940000000.0,-85.67,7.65,3.985,3.301
5e-14,1.8e-10,300,2e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0373,5340000000.0,0.379,0.503,4230000000.0,-86.17,9.12,6.252,5.486
5e-14,1.8e-10,300,2e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0373,5390000000.0,1.108,0.563,4060000000.0,-85.53,9.59,7.475,6.654
5e-14,1.8e-10,300,2e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0373,5370000000.0,-0.397,0.458,4360000000.0,-86.87,8.63,5.183,4.473
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0352,5070000000.0,1.332,0.556,4770000000.0,-89.36,10.25,7.862,7.119
5e-14,1.8e-10,300,1.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0352,5380000000.0,1.946,0.616,4610000000.0,-88.47,10.73,9.13,8.358
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0352,5140000000.0,0.634,0.502,4890000000.0,-90.51,9.78,6.627,5.929
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0386,5430000000.0,-0.74,0.454,3780000000.0,-84.32,8.09,4.785,4.042
5e-14,1.8e-10,300,2.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0386,5440000000.0,0.056,0.505,3610000000.0,-83.86,8.59,5.795,4.993
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,1.6e-05,0.0386,5440000000.0,-1.529,0.414,3910000000.0,-85.0,7.58,3.968,3.275
5e-14,1.8e-10,300,2e-06,8e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0413,5820000000.0,2.873,0.826,4240000000.0,-86.21,12.24,10.36,9.695
5e-14,1.8e-10,300,2e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0413,5940000000.0,2.854,0.863,4070000000.0,-85.42,12.22,10.31,9.663
5e-14,1.8e-10,300,2e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0413,5660000000.0,2.848,0.788,4370000000.0,-86.87,12.21,10.38,9.719
5e-14,1.8e-10,300,1.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0393,6190000000.0,2.774,0.854,4770000000.0,-89.36,12.68,10.03,9.468
5e-14,1.8e-10,300,1.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0393,6260000000.0,2.763,0.87,4620000000.0,-88.51,12.61,10.01,9.453
5e-14,1.8e-10,300,1.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0393,5820000000.0,2.789,0.824,4890000000.0,-90.12,12.68,10.08,9.502
5e-14,1.8e-10,300,2.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0424,5740000000.0,2.845,0.791,3790000000.0,-84.27,11.91,10.45,9.748
5e-14,1.8e-10,300,2.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0424,5800000000.0,2.916,0.836,3630000000.0,-84.05,11.92,10.55,9.818
5e-14,1.8e-10,300,2.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0424,5690000000.0,2.697,0.749,3930000000.0,-84.98,11.86,10.06,9.391
5e-14,1.8e-10,300,2e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0409,5820000000.0,2.868,0.828,4250000000.0,-86.19,12.26,10.35,9.684
5e-14,1.8e-10,300,2e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0409,5940000000.0,2.85,0.863,4080000000.0,-85.42,12.24,10.29,9.653
5e-14,1.8e-10,300,2e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0409,5660000000.0,2.846,0.786,4380000000.0,-86.81,12.24,10.37,9.711
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0392,6190000000.0,2.771,0.854,4780000000.0,-89.3,12.69,10.02,9.459
5e-14,1.8e-10,300,1.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0392,6260000000.0,2.759,0.87,4620000000.0,-88.45,12.63,9.999,9.444
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0392,5820000000.0,2.785,0.823,4900000000.0,-90.06,12.7,10.07,9.493
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0419,5740000000.0,2.843,0.792,3810000000.0,-84.36,11.94,10.44,9.742
5e-14,1.8e-10,300,2.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0419,5800000000.0,2.912,0.836,3640000000.0,-84.1,11.95,10.53,9.807
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0419,5680000000.0,2.696,0.752,3940000000.0,-84.9,11.89,10.06,9.391
5e-14,1.8e-10,300,2e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0416,5820000000.0,2.876,0.832,4230000000.0,-86.21,12.22,10.37,9.704
5e-14,1.8e-10,300,2e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0416,5940000000.0,2.858,0.863,4060000000.0,-85.43,12.2,10.32,9.67
5e-14,1.8e-10,300,2e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0416,5660000000.0,2.851,0.789,4360000000.0,-86.91,12.2,10.39,9.726
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0395,6190000000.0,2.777,0.855,4770000000.0,-89.4,12.66,10.04,9.475
5e-14,1.8e-10,300,1.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0395,6260000000.0,2.766,0.87,4610000000.0,-88.55,12.6,10.02,9.461
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0395,5820000000.0,2.792,0.823,4890000000.0,-90.17,12.67,10.09,9.509
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0429,5740000000.0,2.847,0.792,3780000000.0,-84.22,11.88,10.46,9.752
5e-14,1.8e-10,300,2.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0429,5800000000.0,2.918,0.837,3610000000.0,-82.85,11.9,10.57,9.827
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.7e-05,2.6e-05,0.0429,5690000000.0,2.697,0.748,3910000000.0,-84.89,11.83,10.06,9.389
5e-14,1.8e-10,300,2e-06,8e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.037,5420000000.0,2.609,0.704,4240000000.0,-86.12,12.83,11.44,10.84
5e-14,1.8e-10,300,2e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.037,5460000000.0,2.974,0.764,4070000000.0,-85.4,12.94,12.65,12.01
5e-14,1.8e-10,300,2e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.037,5460000000.0,2.178,0.643,4370000000.0,-86.9,12.64,10.16,9.602
5e-14,1.8e-10,300,1.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0351,5030000000.0,3.059,0.751,4780000000.0,-89.32,13.45,12.91,12.33
5e-14,1.8e-10,300,1.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0351,5370000000.0,3.31,0.812,4620000000.0,-88.42,13.54,13.73,13.12
5e-14,1.8e-10,300,1.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0351,5210000000.0,2.723,0.695,4900000000.0,-90.18,13.36,11.79,11.25
5e-14,1.8e-10,300,2.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0381,5510000000.0,1.98,0.649,3790000000.0,-84.43,12.22,9.628,9.051
5e-14,1.8e-10,300,2.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0381,5520000000.0,2.447,0.71,3630000000.0,-83.76,12.44,10.94,10.32
5e-14,1.8e-10,300,2.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0381,5520000000.0,1.457,0.596,3930000000.0,-85.14,11.94,8.376,7.84
5e-14,1.8e-10,300,2e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0366,5420000000.0,2.611,0.701,4250000000.0,-86.08,12.86,11.44,10.85
5e-14,1.8e-10,300,2e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0366,5460000000.0,2.976,0.764,4090000000.0,-85.39,12.97,12.66,12.02
5e-14,1.8e-10,300,2e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0366,5460000000.0,2.18,0.641,4380000000.0,-86.87,12.67,10.16,9.611
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0349,5030000000.0,3.058,0.749,4790000000.0,-89.26,13.48,12.91,12.33
5e-14,1.8e-10,300,1.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0349,5370000000.0,3.309,0.811,4630000000.0,-88.36,13.56,13.73,13.11
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0349,5210000000.0,2.723,0.693,4910000000.0,-90.11,13.39,11.79,11.25
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0376,5510000000.0,1.987,0.651,3810000000.0,-84.42,12.26,9.645,9.072
5e-14,1.8e-10,300,2.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0376,5520000000.0,2.452,0.71,3650000000.0,-83.71,12.47,10.96,10.34
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0376,5520000000.0,1.464,0.596,3950000000.0,-85.18,11.97,8.392,7.859
5e-14,1.8e-10,300,2e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0373,5430000000.0,2.608,0.706,4230000000.0,-86.15,12.81,11.44,10.84
5e-14,1.8e-10,300,2e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0373,5460000000.0,2.973,0.762,4060000000.0,-85.41,12.92,12.65,12.01
5e-14,1.8e-10,300,2e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0373,5460000000.0,2.176,0.648,4360000000.0,-86.93,12.62,10.15,9.595
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0352,5030000000.0,3.059,0.754,4770000000.0,-89.37,13.44,12.92,12.33
5e-14,1.8e-10,300,1.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0352,5370000000.0,3.311,0.811,4620000000.0,-88.45,13.53,13.74,13.12
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0352,5210000000.0,2.724,0.698,4890000000.0,-90.24,13.35,11.79,11.25
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,7.13e-10,4.5e-11,2.2e-05,2.1e-05,0.0386,5510000000.0,1.975,0.649,3780000000.0,-84.44,12.19,9.616,9.036
