C1,C2,Ld,Lg,Ls,WN1,WN2,GTMax,S11Min,NFMin,Bandwidth,PowerConsumption
3.105421632528305e-13,3.8007370755076406e-13,3.746387451887131e-09,1.0472836115956307e-08,6.960399903357029e-10,6.003587186336518e-06,5.651269763708115e-06,16.27,-14.49,1.753,3519999999.9999995,0.0181
4.908833473920822e-13,3.9168514013290407e-13,2.972789764404297e-09,1.1469674670696258e-08,7.01008751988411e-10,4.999068319797516e-06,5.410944603383542e-06,14.95,-13.68,1.733,4670000000.0,0.0157
5.989696741104125e-13,3.0080347657203674e-13,2.9896432161331175e-09,8.359797978401184e-09,6.005400776863099e-10,5.0082111656665805e-06,5.355838119983673e-06,14.129999999999999,-16.75,1.812,5910000000.0,0.0157
3.890968009829521e-13,3.0067671537399295e-13,4.592781186103821e-09,1.1472590053081511e-08,6.978367634117604e-10,5.744783401489258e-06,5.1221197843551645e-06,16.11,-14.23,1.761,3720000000.0,0.0174
5.018924161791801e-13,1.9869017004966738e-13,3.5065318644046783e-09,8.427023702859879e-09,7.455163031816483e-10,5.745468959212304e-06,5.675433814525605e-06,14.31,-13.6,1.91,4380000000.0,0.0175
6.074785351753234e-13,3.060740888118744e-13,5.1051650047302254e-09,1.1328067445755005e-08,5.982191920280457e-10,5.254665479063988e-06,5.558757796883584e-06,15.449999999999998,-16.27,1.733,5190000000.0,0.0163
4.709993921220303e-13,2.9490633606910705e-13,3.848486080765724e-09,9.44940439760685e-09,7.451218873262406e-10,5.7495829313993455e-06,6.0046300888061525e-06,15.23,-14.26,1.813,3910000000.0,0.0176
5.976903676986694e-13,5.016753435134887e-13,5.0356211662292484e-09,9.403147020936013e-09,8.01510810852051e-10,5.489367043599487e-06,5.6254417747259145e-06,15.29,-13.38,1.793,3490000000.0,0.0169
5.901803702116012e-13,2.0197445452213289e-13,3.8443963825702666e-09,9.412385532259942e-09,7.021258465945721e-10,5.238630712032318e-06,6.013985276222229e-06,14.21,-14.48,1.861,5030000000.0,0.0164
3.0857013165950776e-13,5.024445295333862e-13,3.861250713467598e-09,1.1440886700153351e-08,5.993947863578797e-10,6.001299023628235e-06,5.107529163360596e-06,17.12,-16.84,1.701,3430000000.0,0.018
5.046199455857276e-13,5.067754030227661e-13,3.950636819005012e-09,9.30381360054016e-09,5.995113134384156e-10,5.998577117919922e-06,5.649964481592179e-06,16.43,-17.18,1.741,4120000000.0,0.0181
3.014584511518478e-13,2.8723457008600235e-13,4.04035471379757e-09,9.455876836180687e-09,7.003799431025982e-10,5.497833331581205e-06,4.9900413751602175e-06,15.479999999999999,-14.48,1.81,3820000000.0000005,0.0168
4.956682205200195e-13,1.995313107967377e-13,3.664146304130554e-09,9.444833287596702e-09,8.018134951591493e-10,5.4976709336042405e-06,4.976338386535645e-06,14.129999999999999,-13.43,1.9,4320000000.0,0.0168
5.97848778963089e-13,4.00820717215538e-13,3.6642353534698485e-09,9.366933265328408e-09,7.471962124109269e-10,5.251356437802315e-06,4.995201706886292e-06,14.54,-13.74,1.799,4580000000.0,0.0162
3.0171429812908173e-13,2.5357185900211336e-13,3.776964873075485e-09,1.044926186800003e-08,7.00866986066103e-10,5.253042206168175e-06,5.493746161460877e-06,15.37,-13.93,1.8,3959999999.9999995,0.0163
3.140090703964233e-13,2.5215219259262084e-13,3.8779740557074545e-09,1.0281261348724364e-08,7.010080687701702e-10,5.256022050976754e-06,5.468669794499875e-06,15.340000000000002,-14.0,1.804,3980000000.0,0.0163
5.683784455060958e-13,5.067892968654633e-13,3.730413228273392e-09,1.1420223140716552e-08,7.996932566165924e-10,5.508249558508396e-06,5.541869699954987e-06,15.23,-12.68,1.74,4060000000.0,0.0169
3.1948581039905544e-13,5.028878092765808e-13,4.994874596595765e-09,8.401370877027513e-09,8.016422033309938e-10,5.74489738047123e-06,6.0102836489677435e-06,15.53,-13.72,1.819,3130000000.0,0.0176
3.9447186738252636e-13,3.5227480828762057e-13,3.8624779880046845e-09,8.787427657842636e-09,6.993197336792947e-10,4.98936951160431e-06,4.994597554206849e-06,14.78,-14.16,1.82,4280000000.0,0.0156
4.435669150203466e-13,2.548897713422775e-13,3.4557268023490906e-09,8.30112429857254e-09,7.465693205595017e-10,5.494184518698604e-06,6.00880765914917e-06,14.54,-13.45,1.871,4180000000.0,0.017
3.7298460602760315e-13,4.0274655222892763e-13,4.260658740997315e-09,9.416823023557663e-09,5.988321900367737e-10,5.736482381820679e-06,5.102345079183579e-06,16.39,-17.1,1.757,3910000000.0,0.0174
5.662206351757049e-13,3.526450447738171e-13,5.0774029493331915e-09,8.629396015405656e-09,7.987607002258302e-10,5.750612407922745e-06,5.59030619263649e-06,15.25,-13.84,1.838,3329999999.9999995,0.0175
6.04636287689209e-13,2.995224177837372e-13,2.9708632230758667e-09,1.143414899110794e-08,8.026678562164309e-10,6.003525435924531e-06,5.129972606897355e-06,14.72,-13.21,1.786,4410000000.0,0.018
6.03870677947998e-13,5.069351017475128e-13,3.771298617124557e-09,9.352552646398545e-09,5.993743658065797e-10,5.501512862276286e-06,5.334398284554482e-06,15.53,-17.01,1.743,4910000000.0,0.0169
3.120462477207184e-13,2.5431062877178194e-13,4.932827353477479e-09,9.322482579946519e-09,8.001283884048464e-10,6.001369118690491e-06,5.1310738325119025e-06,15.31,-13.98,1.859,3320000000.0000005,0.018
4.2433819770812987e-13,4.0140258669853213e-13,4.0963598340749746e-09,1.0365793043375016e-08,5.9915851354599e-10,5.754040360450745e-06,6.0107697844505315e-06,16.54,-16.73,1.727,4010000000.0000005,0.0176
5.713064789772033e-13,1.9925152063369753e-13,3.5546316504478454e-09,1.0412525662779809e-08,7.48094454407692e-10,5.747077614068986e-06,6.00802618265152e-06,14.56,-14.02,1.852,4640000000.0,0.0176
4.944429069757461e-13,4.994210541248322e-13,2.9895241260528565e-09,1.034818241894245e-08,5.999614119529724e-10,5.001885056495667e-06,5.442892283201218e-06,15.37,-16.26,1.718,4910000000.0,0.0157
5.363100707530975e-13,3.9074211120605467e-13,4.7884179353714e-09,1.1467037165164947e-08,8.005750298500062e-10,6.006106972694397e-06,5.152494132518769e-06,15.85,-13.18,1.756,3530000000.0,0.018
4.3627764768898484e-13,2.9784543812274935e-13,4.11719822883606e-09,1.141175022125244e-08,7.472398161888123e-10,5.243648350238801e-06,5.496957372874022e-06,15.29,-13.15,1.768,4060000000.0,0.0163
4.436600770801306e-13,2.517531156539917e-13,5.036884546279908e-09,8.357329452037812e-09,8.013182878494264e-10,6.005556404590607e-06,5.58371938019991e-06,15.14,-13.8,1.89,3290000000.0,0.0181
4.0842175036668773e-13,5.053675651550293e-13,3.867434829473495e-09,1.1444502317905426e-08,5.97692883014679e-10,5.74469642341137e-06,5.08581280708313e-06,16.9,-16.8,1.702,3829999999.9999995,0.0174
3.934351801872253e-13,5.02241986989975e-13,4.08894856274128e-09,1.1410538756847381e-08,5.998629093170166e-10,4.9900767803192145e-06,4.971371233463288e-06,16.09,-15.96,1.701,4330000000.0,0.0156
5.988728642463684e-13,3.931610256433487e-13,3.017323613166809e-09,9.349767306447029e-09,7.493614792823792e-10,5.501111333724112e-06,5.492662193253637e-06,14.409999999999998,-14.03,1.793,4770000000.0,0.0169
5.370266586542129e-13,3.889133095741272e-13,4.213699042797089e-09,9.406707519292832e-09,5.987040877342225e-10,6.003239214420319e-06,5.6203539073467255e-06,16.23,-17.45,1.755,4260000000.0000005,0.0181
2.9235593676567077e-13,2.8722104728221895e-13,4.225626468658448e-09,8.514734619855882e-09,6.973210074007512e-10,5.250975906848908e-06,5.597363084554673e-06,15.08,-14.12,1.836,3860000000.0,0.0163
3.024849146604538e-13,5.009667575359344e-13,4.106634870171547e-09,1.0444130265712738e-08,6.989867277443409e-10,5.753130197525025e-06,5.1281177699565895e-06,16.28,-14.28,1.741,3510000000.0000005,0.0174
3.9095177203416823e-13,5.039725482463836e-13,4.422114342451096e-09,1.1454410755634307e-08,5.972295761108399e-10,6.0036252140998844e-06,6.010400474071503e-06,17.26,-16.68,1.696,3639999999.9999995,0.0182
2.943382143974304e-13,3.0135749578475955e-13,4.076016217470169e-09,1.1477075958251953e-08,6.964194931089879e-10,5.74343253672123e-06,5.116543501615525e-06,16.18,-14.11,1.761,3570000000.0000005,0.0174
3.953833624720573e-13,3.959643989801407e-13,3.7086673378944398e-09,8.391447687149049e-09,5.994329810142518e-10,5.2404835224151615e-06,6.0056330561637884e-06,15.57,-16.67,1.782,4400000000.0,0.0164
4.049164608120918e-13,3.0175912082195285e-13,2.995906352996826e-09,1.0414664858579636e-08,6.980421900749207e-10,5.750718623399735e-06,5.109577804803849e-06,15.46,-14.55,1.781,4120000000.0,0.0174
3.8897555619478224e-13,4.0127388536930087e-13,3.777857020497322e-09,8.390415751934053e-09,8.013744354248048e-10,5.49134566821158e-06,5.557247683405876e-06,14.859999999999998,-13.16,1.839,3700000000.0000005,0.0169
6.028165876865386e-13,5.020780146121979e-13,3.0295963287353516e-09,8.30380346775055e-09,7.457905530929566e-10,5.753278106451035e-06,5.648222029209137e-06,14.57,-14.71,1.808,4540000000.0,0.0175
4.965313822031021e-13,5.071286141872406e-13,4.162369936704636e-09,8.357625389099122e-09,5.99705970287323e-10,6.0074869394302375e-06,5.11361363530159e-06,16.23,-17.86,1.771,4050000000.0,0.018
5.409202963113784e-13,1.9878472685813906e-13,3.731867671012878e-09,8.373301112651825e-09,8.010390520095826e-10,5.2428164482116705e-06,6.02123510837555e-06,13.75,-11.29,1.928,4290000000.0,0.0164
5.981893658638e-13,5.023440539836884e-13,3.0134676694869992e-09,1.1421358430385588e-08,8.012705802917482e-10,4.997791051864625e-06,4.972258031368257e-06,14.21,-12.4,1.748,4790000000.0,0.0156
5.177685141563415e-13,3.9708597362041473e-13,3.9686643704772e-09,9.467128479480744e-09,5.988655924797058e-10,5.756819397211075e-06,5.632330298423768e-06,15.99,-17.09,1.753,4430000000.0,0.0175
4.547887109220028e-13,1.9750772714614868e-13,3.991693153977394e-09,9.406525531411172e-09,6.005488514900208e-10,5.248753339052201e-06,5.4780470933765175e-06,14.9,-16.6,1.834,5070000000.0,0.0163
6.121485114097595e-13,4.0966247618198395e-13,3.740895807743072e-09,1.0385509604215622e-08,8.014688253402711e-10,6.011383533477783e-06,5.1120056807994845e-06,15.19,-13.48,1.778,3990000000.0,0.018
4.0816056579351424e-13,3.8332322612404825e-13,5.0162011384964e-09,9.423603290319442e-09,7.44948047399521e-10,5.245712369680405e-06,5.990479648113251e-06,15.39,-13.63,1.792,3550000000.0,0.0164
4.645801562815904e-13,5.095910072326661e-13,4.277725338935853e-09,1.1415751540660857e-08,7.007783226668835e-10,5.490044383332134e-06,4.9806262254714975e-06,16.05,-14.06,1.721,3910000000.0,0.0168
5.084910660982131e-13,5.08539742231369e-13,5.037407279014588e-09,9.300724813342094e-09,7.462641000747682e-10,5.747095003724099e-06,6.0168478488922125e-06,15.91,-14.14,1.772,3389999999.9999995,0.0176
2.9628612399101255e-13,5.061310648918151e-13,2.9392513036727904e-09,8.390477442741394e-09,5.994651675224305e-10,5.749780341982842e-06,5.158259779214859e-06,16.1,-17.25,1.772,3980000000.0,0.0174
5.329792320728302e-13,1.9804940819740297e-13,4.059798255562783e-09,1.1422602438926696e-08,7.480685681104661e-10,5.249660193920136e-06,5.514254527166487e-06,14.53,-13.23,1.833,4670000000.0,0.0163
4.64580251276493e-13,5.127055704593658e-13,3.771428883075714e-09,8.389238440990449e-09,6.987006232142449e-10,4.9955123662948615e-06,4.982466816902161e-06,14.750000000000002,-14.31,1.808,4370000000.0,0.0156
3.2365209460258485e-13,2.861517578363419e-13,4.006408244371415e-09,8.923421555757524e-09,6.979023180902005e-10,5.2494421601295475e-06,5.9824194014072425e-06,15.14,-14.37,1.824,3900000000.0,0.0164
5.046358734369277e-13,1.9932624697685242e-13,3.947011031210423e-09,1.1440996491909026e-08,8.007005333900453e-10,5.0017883777618415e-06,5.9923259615898134e-06,14.21,-12.44,1.842,4530000000.0,0.0158
3.785985231399536e-13,4.045576512813568e-13,4.461733371019364e-09,1.0370332503318787e-08,6.991036720573903e-10,4.9959822297096255e-06,6.0200779438018805e-06,15.449999999999998,-13.79,1.752,3959999999.9999995,0.0158
3.975224062800407e-13,1.9902830719947815e-13,2.9815542697906494e-09,1.0481473276019096e-08,7.457017719745636e-10,6.009034395217896e-06,5.998618394136429e-06,14.97,-14.13,1.857,4180000000.0,0.0182
5.956930071115494e-13,4.834004521369934e-13,2.9928431510925293e-09,9.453597182035446e-09,8.023882746696474e-10,6.001836001873017e-06,5.110602468252183e-06,14.65,-13.88,1.794,4320000000.0,0.018
4.750575810670853e-13,2.320614188909531e-13,3.879149787127971e-09,9.712061972916126e-09,8.016849756240846e-10,5.251307472586632e-06,5.474187286570669e-06,14.299999999999999,-13.03,1.867,4160000000.0,0.0163
5.31725862622261e-13,2.937521994113922e-13,3.857240706682205e-09,9.426924312114717e-09,7.476427465677262e-10,6.0056242942810065e-06,5.623802706599236e-06,15.26,-14.56,1.818,3970000000.0,0.0181
3.3216353058815003e-13,2.9775965213775634e-13,3.840338185429573e-09,8.387139880657196e-09,7.461533397436143e-10,5.498981799464673e-06,6.021466851234437e-06,15.0,-13.65,1.847,3740000000.0,0.017
4.1530868187546726e-13,5.111198663711547e-13,5.024761199951173e-09,1.0309814804792405e-08,7.477763622999192e-10,5.508968712761999e-06,4.996803879737855e-06,15.88,-13.52,1.755,3519999999.9999995,0.0168
3.100737065076828e-13,2.503196626901627e-13,3.943660847842693e-09,8.325235569477082e-09,7.452525585889817e-10,5.496962767094374e-06,5.566343918442727e-06,14.859999999999998,-13.49,1.875,3760000000.0000005,0.0169
3.625730663537979e-13,1.9720115065574646e-13,3.855443894863129e-09,8.383039140701295e-09,8.01084053516388e-10,5.251712173223496e-06,4.988314628601075e-06,14.06,-11.63,1.936,3970000000.0,0.0162
2.9196558594703675e-13,2.5637663602828983e-13,3.67024165391922e-09,1.0417442598938941e-08,8.001466512680056e-10,6.007462620735169e-06,6.02017879486084e-06,15.340000000000002,-13.42,1.826,3560000000.0,0.0182
6.025413393974304e-13,2.392139405012131e-13,3.680312007665634e-09,9.652274930477143e-09,5.994551062583924e-10,6.006580531597138e-06,5.12528470158577e-06,15.36,-17.41,1.809,4940000000.0,0.018
3.809952065348625e-13,2.5864487290382384e-13,3.996359631419182e-09,1.1404496812820435e-08,7.002752006053925e-10,4.991334259510041e-06,6.025513052940369e-06,15.2,-13.49,1.775,4250000000.0,0.0158
5.741444259881973e-13,2.973737716674805e-13,3.8285880535840984e-09,9.516240710020065e-09,7.508374035358429e-10,5.000412225723267e-06,5.513514605350793e-06,14.23,-13.52,1.82,4690000000.0,0.0157
2.997976183891296e-13,2.9513908922672274e-13,5.030799508094788e-09,1.0359932327270508e-08,7.965035140514375e-10,5.497689323034138e-06,5.554741755127907e-06,15.340000000000002,-12.92,1.806,3410000000.0,0.0169
5.982810795307159e-13,1.929417669773102e-13,3.0038634538650513e-09,1.1447076165676117e-08,7.470169514417649e-10,6.003986179828644e-06,5.112413197755814e-06,14.52,-13.93,1.846,4730000000.0,0.018
3.853401660919189e-13,2.485713005065918e-13,5.014248967170716e-09,1.1421173894405365e-08,8.011217355728151e-10,5.744797572493554e-06,5.635577142238617e-06,15.54,-12.94,1.807,3490000000.0,0.0175
6.080478429794312e-13,1.9490315914154053e-13,4.1099211871624e-09,1.1410919451713561e-08,7.013181664049626e-10,4.990017890930176e-06,5.997450262308121e-06,14.25,-13.72,1.815,5370000000.0,0.0158
3.2188761234283446e-13,3.0106355249881747e-13,3.9353943541646006e-09,8.384457671642304e-09,7.988821208477021e-10,5.501260939519853e-06,5.629097133874893e-06,14.77,-12.81,1.865,3639999999.9999995,0.0169
3.864976957440376e-13,2.58890500664711e-13,5.0486183166503915e-09,9.31572953760624e-09,7.457527101039887e-10,6.005493521690369e-06,5.119050353765488e-06,15.56,-14.52,1.844,3470000000.0,0.018
3.12581267952919e-13,5.01638150215149e-13,5.0458426475524905e-09,8.347777032852174e-09,7.460307121276856e-10,5.242305457592011e-06,5.669501334428788e-06,15.33,-13.58,1.813,3399999999.9999995,0.0163
3.195853650569916e-13,2.451949894428253e-13,4.99834156036377e-09,9.498144382238389e-09,8.018079876899721e-10,4.986201524734498e-06,5.48002395965159e-06,14.51,-12.55,1.863,3660000000.0,0.0157
5.968181490898132e-13,3.152061901986599e-13,2.961099624633789e-09,1.027676753103733e-08,5.981032967567444e-10,5.757309138774872e-06,5.134840160608292e-06,15.37,-17.1,1.758,4960000000.0,0.0174
6.055297315120696e-13,5.022389650344848e-13,3.0051997900009153e-09,1.1408283019065856e-08,8.002283096313478e-10,4.99097752571106e-06,6.00217878818512e-06,14.29,-12.3,1.741,4780000000.0,0.0158
2.905313551425934e-13,1.9562778472900392e-13,3.9445319622755055e-09,9.387213671207428e-09,7.449867993593217e-10,5.4974115709774205e-06,4.984005749225617e-06,14.81,-13.96,1.884,3910000000.0,0.0168
2.9266546368598935e-13,2.448695033788681e-13,2.9645158052444458e-09,1.1425229036808014e-08,8.004367351531984e-10,5.751572608947754e-06,5.631817951798439e-06,15.12,-12.88,1.809,3769999999.9999995,0.0175
4.77326575666666e-13,3.010817736387253e-13,4.9378798007965094e-09,1.0299692595005036e-08,8.00652301311493e-10,5.746924281120301e-06,5.116488009691239e-06,15.37,-13.32,1.809,3550000000.0,0.0174
3.196722149848938e-13,1.9798909425735475e-13,3.5257216691970826e-09,8.336341345310212e-09,5.997776389122009e-10,5.5020852382294835e-06,5.476667260751128e-06,15.22,-16.98,1.865,4440000000.0,0.0169
5.088656455278397e-13,2.5075429677963257e-13,3.1160897016525266e-09,8.34834852218628e-09,5.988901972770691e-10,5.741975009441376e-06,5.648544490337372e-06,15.07,-17.38,1.829,4960000000.0,0.0175
5.061157420277595e-13,2.5120378136634827e-13,3.977401159703731e-09,1.0322962814569474e-08,7.472890377044678e-10,5.0036689639091495e-06,5.484481664374471e-06,14.43,-13.27,1.816,4600000000.0,0.0157
4.5320222703739997e-13,1.9944022297859193e-13,3.66476970911026e-09,1.1401964807510375e-08,8.011578321456911e-10,5.247104495763779e-06,6.003028273582459e-06,14.45,-12.62,1.842,4300000000.0,0.0164
5.24280846118927e-13,1.9709910154342653e-13,3.148077368736267e-09,8.384169602394104e-09,7.494832485914231e-10,5.503184710163624e-06,5.484210638329387e-06,13.86,-13.09,1.911,4810000000.0,0.0169
3.258053362369537e-13,3.769068591296673e-13,4.0006783008575445e-09,1.0515045458078384e-08,6.988313540816308e-10,5.5047976798377935e-06,5.007147699594498e-06,15.89,-14.18,1.757,3709999999.9999995,0.0168
5.875867992639541e-13,1.984572470188141e-13,3.646819144487381e-09,9.45595949292183e-09,6.99594458192587e-10,6.002425074577332e-06,5.616553738713265e-06,14.750000000000002,-15.309999999999999,1.868,4660000000.0,0.0181
3.519010931253433e-13,2.7901612520217896e-13,3.942457772791385e-09,8.686579549312593e-09,7.464389234781266e-10,5.748899176716805e-06,5.992700725793839e-06,15.23,-14.3,1.845,3660000000.0,0.0176
3.1462696194648743e-13,3.7979312166571616e-13,3.971448384225368e-09,8.47647979259491e-09,7.477406829595567e-10,5.501533321570605e-06,5.439293496310711e-06,15.21,-14.05,1.827,3650000000.0,0.0169
2.9709604382514954e-13,2.9738678485155107e-13,4.9617804288864146e-09,1.1457980954647063e-08,7.008226208388806e-10,6.000136971473695e-06,5.64358875155449e-06,16.44,-14.17,1.758,3399999999.9999995,0.0181
6.019328355789184e-13,2.0407121777534486e-13,3.01802134513855e-09,9.305837818980217e-09,7.41038852930069e-10,4.991903185844422e-06,5.440192677080632e-06,13.36,-13.2,1.876,5540000000.0,0.0157
3.0581243634223934e-13,2.491146266460419e-13,4.003885701298714e-09,9.329785475134849e-09,6.993193700909615e-10,5.747650161385536e-06,5.106189399957658e-06,15.49,-14.75,1.833,3790000000.0,0.0174
4.0959168076515194e-13,2.568406939506531e-13,4.112926334142685e-09,1.022474932819605e-08,7.995912969112397e-10,6.005087733268738e-06,5.6333771944046024e-06,15.29,-13.65,1.828,3610000000.0,0.0181
4.764421351253986e-13,4.0925664901733397e-13,3.6082206964492796e-09,8.378503167629244e-09,7.444060295820237e-10,4.991121709346772e-06,4.988502502441407e-06,14.35,-13.22,1.836,4380000000.0,0.0156
6.059377491474151e-13,2.5286586582660674e-13,3.729976654052734e-09,1.1340631002187728e-08,7.468666464090348e-10,5.508268522098661e-06,4.990187585353852e-06,14.7,-13.5,1.797,4680000000.0,0.0168
5.241817206144333e-13,5.035993635654449e-13,3.8366406410932545e-09,8.30897709131241e-09,7.465138077735902e-10,6.009471297264099e-06,5.1160643398761755e-06,15.42,-14.93,1.809,3780000000.0,0.018
2.9347330927848816e-13,2.514623910188675e-13,5.03611445426941e-09,1.0436633267998695e-08,6.986408017575742e-10,6.00874537229538e-06,5.646058306097985e-06,16.03,-14.54,1.803,3500000000.0,0.0181
4.1807258874177933e-13,2.559394806623459e-13,4.087199494242669e-09,1.0234130175411702e-08,6.00165069103241e-10,6.001679062843323e-06,5.113133728504182e-06,16.25,-17.1,1.784,4120000000.0,0.018
3.1240971386432644e-13,2.5462027192115786e-13,4.871131658554077e-09,1.0252981388568878e-08,6.995899848639965e-10,5.254291072487831e-06,4.985803902149201e-06,15.33,-14.01,1.806,3910000000.0,0.0162
5.464472472667694e-13,5.06578654050827e-13,4.297635972499848e-09,9.394534939527512e-09,5.986542344093323e-10,5.759464859962463e-06,5.081323027610779e-06,16.11,-17.23,1.744,4370000000.0,0.0174
3.515526294708252e-13,3.047375798225403e-13,3.790955632925034e-09,8.325769865512849e-09,7.011583909392357e-10,4.998573541641236e-06,5.564074128866196e-06,14.71,-13.57,1.839,4180000000.0,0.0157
4.791735671460629e-13,5.026666700839996e-13,4.439224928617478e-09,1.0387876832485198e-08,7.996676683425904e-10,6.011275947093964e-06,5.110116392374039e-06,15.85,-13.35,1.763,3440000000.0,0.018
3.0042190253734587e-13,5.043915629386902e-13,3.7249917089939117e-09,1.1432796263694762e-08,6.003872632980347e-10,5.498153663706035e-06,5.530138825997711e-06,16.84,-16.25,1.697,3590000000.0,0.0169
3.0705086588859555e-13,5.039955079555511e-13,2.965434193611145e-09,9.418476650118829e-09,7.457975298166275e-10,5.996994853019715e-06,5.6260573416948325e-06,15.53,-14.2,1.773,3740000000.0,0.0181
4.716228827834129e-13,5.063680291175842e-13,3.859290152788163e-09,9.338283294439316e-09,8.007001757621767e-10,5.4899420440197e-06,4.994832396507264e-06,15.07,-13.34,1.798,3780000000.0,0.0168
5.193817108869552e-13,2.0060839653015139e-13,3.859377637505532e-09,1.0438491100072861e-08,7.49468156695366e-10,5.748190626502037e-06,5.618380427360535e-06,14.8,-13.94,1.854,4350000000.0,0.0175
2.9775014519691464e-13,2.0075315535068512e-13,4.012089923024178e-09,1.1404496097564696e-08,7.468259185552598e-10,5.743837893009186e-06,5.9995875954627994e-06,15.53,-13.42,1.832,3680000000.0,0.0176
3.19195345044136e-13,3.804293282330036e-13,3.799893796443939e-09,8.372905397415163e-09,6.981711484491826e-10,5.748515471816064e-06,5.625364542007447e-06,15.6,-15.09,1.81,3709999999.9999995,0.0175
5.960267812013625e-13,3.8973720371723175e-13,5.025199055671692e-09,8.498681509494783e-09,7.47337830066681e-10,5.49180624075234e-06,6.004344999790192e-06,15.21,-14.09,1.821,3579999999.9999995,0.017
3.0955447554588315e-13,5.084673047065735e-13,4.031321719288827e-09,1.1422962033748627e-08,7.448886215686798e-10,5.999110519886017e-06,5.6316139698028565e-06,16.44,-13.47,1.725,3310000000.0,0.0181
4.224661119282245e-13,3.9326680302619935e-13,3.1663694381713866e-09,1.044629310965538e-08,7.466373533010483e-10,5.495044292416424e-06,6.006516814231873e-06,15.25,-13.54,1.761,4079999999.9999995,0.017
4.167330466210842e-13,4.018200010061264e-13,4.1410792768001565e-09,1.036887320280075e-08,5.990982174873352e-10,5.754633069038391e-06,6.011272311210633e-06,16.58,-16.72,1.727,3980000000.0,0.0176
4.573701113462448e-13,5.067182183265686e-13,4.146348804235459e-09,1.1423680865764617e-08,7.487032413482666e-10,5.744348213076592e-06,5.985392421483994e-06,16.11,-13.41,1.725,3620000000.0,0.0176
3.513414770364761e-13,1.9915229678153993e-13,3.7551030069589614e-09,8.389105761051179e-09,7.43644854426384e-10,4.999476075172425e-06,6.001102089881897e-06,14.129999999999999,-11.57,1.909,4150000000.0,0.0158
2.9893348217010495e-13,2.56387597322464e-13,3.789542198181152e-09,9.310030245780945e-09,5.989060044288636e-10,4.9887484312057505e-06,4.989973783493043e-06,15.340000000000002,-16.3,1.802,4440000000.0,0.0156
4.008418142795563e-13,2.015540897846222e-13,3.956010147929191e-09,1.0386897513270379e-08,7.014306783676147e-10,5.2547399252653125e-06,4.984650731086732e-06,14.859999999999998,-14.02,1.843,4430000000.0,0.0162
3.886078521609306e-13,2.5330794751644134e-13,3.3569408655166626e-09,1.1188043707609176e-08,5.987353682518006e-10,5.251347497105599e-06,5.989003688097e-06,15.82,-16.07,1.754,4400000000.0,0.0164
3.066311180591583e-13,1.9639609456062319e-13,3.9563157707452776e-09,1.142262496948242e-08,8.014030933380129e-10,5.243687450885773e-06,5.478608163073659e-06,14.83,-12.49,1.848,3850000000.0,0.0163
5.194366648793221e-13,2.467170715332031e-13,4.102219104766846e-09,1.143027731180191e-08,6.998525187373162e-10,5.249482691287995e-06,6.008290886878968e-06,15.060000000000002,-13.89,1.778,4610000000.0,0.0164
4.659090030938387e-13,4.1223806738853454e-13,3.5971277952194214e-09,8.360244119167328e-09,6.000126242637634e-10,5.237460911273957e-06,5.518113931640983e-06,15.29,-16.79,1.783,4690000000.0,0.0163
6.103120923042297e-13,2.515701800584793e-13,2.9958659410476685e-09,8.419855052232744e-09,7.501866579055787e-10,5.500942782964558e-06,4.989698886871339e-06,13.789999999999997,-13.85,1.88,5030000000.0,0.0168
6.068868398666382e-13,3.8543199226260187e-13,4.048043087124825e-09,1.0529874631762505e-08,6.997838117182255e-10,5.256091102957726e-06,4.995838463306428e-06,14.98,-14.15,1.759,4700000000.0,0.0162
5.960997104644775e-13,1.9415995478630068e-13,3.018584132194519e-09,8.383514964580537e-09,8.02194118499756e-10,5.741117402911187e-06,5.6144245788455015e-06,13.56,-12.61,1.929,4810000000.0,0.0175
5.647920817136764e-13,2.516691267490387e-13,3.532910019159317e-09,8.312531912326814e-09,7.000624619424344e-10,5.750257790088654e-06,5.62462541460991e-06,14.66,-15.2,1.857,4540000000.0,0.0175
5.277082353830337e-13,4.86680006980896e-13,3.81584694981575e-09,8.332336449623109e-09,7.475023657083512e-10,6.011825323104859e-06,5.102696746587754e-06,15.39,-14.88,1.812,3800000000.0,0.018
2.9797435998916624e-13,1.983300030231476e-13,3.837654873728752e-09,1.1420115673542022e-08,6.982805870473385e-10,5.49593587173149e-06,6.0011218786239626e-06,15.61,-13.89,1.82,3840000000.0,0.017
4.1039678603410717e-13,3.8773743808269503e-13,3.1150540113449094e-09,9.426776164770127e-09,5.996556639671326e-10,6.0046575069427495e-06,5.622396960854531e-06,16.24,-17.31,1.755,4110000000.0,0.0181
2.9483590722084043e-13,2.4904931485652926e-13,3.945680893957615e-09,8.345437788963318e-09,7.473337501287461e-10,5.500956980045885e-06,4.97540307044983e-06,14.82,-13.66,1.88,3800000000.0,0.0168
5.030811801552772e-13,4.1371661722660064e-13,4.466832607984544e-09,1.1321754777431487e-08,5.996084570884705e-10,5.24507087469101e-06,5.574155636131764e-06,15.95,-16.2,1.711,4660000000.0,0.0163
5.297167897224426e-13,3.9379475116729734e-13,4.00588658452034e-09,1.0470798397064209e-08,7.001095183193685e-10,5.249169856309892e-06,4.987457394599915e-06,15.19,-14.12,1.759,4440000000.0,0.0162
